800.00 95.000
700.00 95.000
600.00 95.000
500.00 90.000
450.00 85.000
430.00 80.000
410.00 70.000
400.00 44.000
390.00 15.000
380.00 05.000
300.00 05.000
200.00 02.000
100.00 00.000
